"Mês Ano";"Órgão Superior";"Órgão/Entidade Vinculada";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"03/2023";"26000 - Ministério da Educação";"26239 - Universidade Federal do Pará";"- 16.913.581,18";"118.316.599,37";"123.349.180,46";"9.050.738,79";
"04/2023";"26000 - Ministério da Educação";"26239 - Universidade Federal do Pará";"47.272.909,18";"140.151.535,95";"122.424.523,93";"5.834.072,38";
"05/2023";"26000 - Ministério da Educação";"26239 - Universidade Federal do Pará";"141.492.967,24";"126.113.134,79";"119.648.649,86";"6.704.207,67";
"08/2023";"26000 - Ministério da Educação";"26239 - Universidade Federal do Pará";"4.299.928,71";"- 6.532.476,67";"203.714.623,34";"2.049.512,05";
"07/2023";"26000 - Ministério da Educação";"26239 - Universidade Federal do Pará";"88.614.448,79";"143.105.335,23";"182.509.046,88";"3.272.888,44";
"06/2023";"26000 - Ministério da Educação";"26239 - Universidade Federal do Pará";"509.193.727,51";"180.425.927,43";"135.739.204,76";"2.264.457,11";
"05/2023";"26000 - Ministério da Educação";"26351 - Universidade Federal do Recôncavo da Bahia";"5.547.991,31";"31.115.619,84";"25.650.884,56";"644.338,51";
"07/2023";"26000 - Ministério da Educação";"26351 - Universidade Federal do Recôncavo da Bahia";"2.636.760,58";"30.357.215,07";"36.501.228,39";"1.610.617,25";
"03/2023";"26000 - Ministério da Educação";"26351 - Universidade Federal do Recôncavo da Bahia";"5.112.906,06";"26.511.488,02";"26.362.110,81";"5.509.875,12";
"02/2023";"26000 - Ministério da Educação";"26351 - Universidade Federal do Recôncavo da Bahia";"2.766.374,97";"24.317.676,92";"23.339.136,55";"2.712.026,78";
"06/2023";"26000 - Ministério da Educação";"26351 - Universidade Federal do Recôncavo da Bahia";"3.791.947,68";"34.686.760,37";"27.010.439,50";"727.878,84";
"04/2023";"26000 - Ministério da Educação";"26351 - Universidade Federal do Recôncavo da Bahia";"15.015.249,61";"26.962.700,52";"26.493.384,77";"1.164.833,96";
"01/2023";"26000 - Ministério da Educação";"26351 - Universidade Federal do Recôncavo da Bahia";"299.654.598,54";"23.311.394,37";"7.805.609,57";"23.502.707,42";
"08/2023";"26000 - Ministério da Educação";"26351 - Universidade Federal do Recôncavo da Bahia";"3.377.515,38";"2.600.233,17";"36.890.576,27";"544.175,67";
"01/2023";"26000 - Ministério da Educação";"26245 - Universidade Federal do Rio de Janeiro";"2.733.677.905,95";"318.120.029,43";"96.195.881,64";"243.929.110,46";
"07/2023";"26000 - Ministério da Educação";"26245 - Universidade Federal do Rio de Janeiro";"150.841.775,29";"348.758.275,75";"444.141.479,48";"2.394.127,12";
"06/2023";"26000 - Ministério da Educação";"26245 - Universidade Federal do Rio de Janeiro";"67.472.561,55";"446.597.110,37";"320.249.041,92";"1.718.669,20";
"04/2023";"26000 - Ministério da Educação";"26245 - Universidade Federal do Rio de Janeiro";"128.876.837,49";"340.921.579,32";"317.825.805,91";"6.774.918,51";
"03/2023";"26000 - Ministério da Educação";"26245 - Universidade Federal do Rio de Janeiro";"39.946.631,14";"303.100.523,94";"325.056.347,51";"16.730.201,53";
"08/2023";"26000 - Ministério da Educação";"26245 - Universidade Federal do Rio de Janeiro";"24.337.441,87";"28.397.210,27";"473.774.052,00";"593.579,42";
"02/2023";"26000 - Ministério da Educação";"26245 - Universidade Federal do Rio de Janeiro";"51.566.899,98";"313.429.703,12";"310.698.656,37";"9.905.120,70";
"05/2023";"26000 - Ministério da Educação";"26245 - Universidade Federal do Rio de Janeiro";"62.789.879,01";"352.853.199,63";"294.289.431,36";"5.948.856,54";
"05/2023";"26000 - Ministério da Educação";"26273 - Universidade Federal do Rio Grande";"10.563.175,11";"54.234.307,33";"45.229.950,50";"179.550,97";
"04/2023";"26000 - Ministério da Educação";"26273 - Universidade Federal do Rio Grande";"17.572.316,83";"51.215.794,24";"48.620.659,89";"837.465,81";
"07/2023";"26000 - Ministério da Educação";"26273 - Universidade Federal do Rio Grande";"22.312.652,25";"55.425.624,78";"67.250.271,50";"221.315,38";
"03/2023";"26000 - Ministério da Educação";"26273 - Universidade Federal do Rio Grande";"887.963,34";"43.664.334,28";"50.624.069,48";"1.883.677,63";
"01/2023";"26000 - Ministério da Educação";"26273 - Universidade Federal do Rio Grande";"548.202.372,85";"47.737.975,18";"14.490.757,06";"33.998.101,20";
"08/2023";"26000 - Ministério da Educação";"26273 - Universidade Federal do Rio Grande";"1.635.968,30";"4.677.108,35";"70.679.178,96";"423.226,83";
"06/2023";"26000 - Ministério da Educação";"26273 - Universidade Federal do Rio Grande";"22.223.820,45";"66.941.668,07";"49.381.123,12";"517.355,55";
"02/2023";"26000 - Ministério da Educação";"26273 - Universidade Federal do Rio Grande";"17.680.130,51";"52.460.973,25";"47.977.087,63";"531.050,94";
"07/2023";"26000 - Ministério da Educação";"26243 - Universidade Federal do Rio Grande do Norte";"66.395.536,19";"157.515.331,60";"204.243.970,38";"3.741.133,21";
"01/2023";"26000 - Ministério da Educação";"26243 - Universidade Federal do Rio Grande do Norte";"1.739.282.866,34";"143.047.071,84";"38.353.707,93";"129.514.830,48";
"02/2023";"26000 - Ministério da Educação";"26243 - Universidade Federal do Rio Grande do Norte";"15.737.575,85";"132.479.448,64";"138.633.595,22";"10.941.500,90";
"08/2023";"26000 - Ministério da Educação";"26243 - Universidade Federal do Rio Grande do Norte";"9.876.287,05";"22.682.228,96";"258.553.724,21";"896.663,72";
"05/2023";"26000 - Ministério da Educação";"26243 - Universidade Federal do Rio Grande do Norte";"34.134.481,66";"161.038.086,81";"135.643.169,91";"2.444.391,49";
"03/2023";"26000 - Ministério da Educação";"26243 - Universidade Federal do Rio Grande do Norte";"12.652.291,04";"147.327.938,49";"141.174.108,49";"15.088.706,98";
"04/2023";"26000 - Ministério da Educação";"26243 - Universidade Federal do Rio Grande do Norte";"34.778.531,13";"146.892.591,96";"145.938.850,47";"4.526.697,33";
"06/2023";"26000 - Ministério da Educação";"26243 - Universidade Federal do Rio Grande do Norte";"41.331.100,33";"227.151.357,63";"146.332.669,71";"3.712.705,11";
"07/2023";"26000 - Ministério da Educação";"26244 - Universidade Federal do Rio Grande do Sul";"12.294.502,82";"171.173.877,60";"203.752.850,38";"637.281,41";
"04/2023";"26000 - Ministério da Educação";"26244 - Universidade Federal do Rio Grande do Sul";"25.464.417,06";"155.459.018,25";"153.671.732,98";"4.584.939,96";
"01/2023";"26000 - Ministério da Educação";"26244 - Universidade Federal do Rio Grande do Sul";"1.664.479.898,41";"145.899.166,12";"42.208.406,43";"124.561.470,12";
"05/2023";"26000 - Ministério da Educação";"26244 - Universidade Federal do Rio Grande do Sul";"62.224.409,02";"171.741.193,16";"148.088.904,69";"2.384.205,15";
"06/2023";"26000 - Ministério da Educação";"26244 - Universidade Federal do Rio Grande do Sul";"19.262.497,04";"220.100.286,45";"171.660.901,29";"176.741,74";
"03/2023";"26000 - Ministério da Educação";"26244 - Universidade Federal do Rio Grande do Sul";"35.537.944,57";"161.702.397,23";"160.788.596,45";"14.409.354,75";
"02/2023";"26000 - Ministério da Educação";"26244 - Universidade Federal do Rio Grande do Sul";"14.366.009,76";"154.658.258,88";"147.244.119,62";"12.500.293,27";
"08/2023";"26000 - Ministério da Educação";"26244 - Universidade Federal do Rio Grande do Sul";"9.542.564,91";"10.390.132,67";"242.301.888,00";"318.150,67";
"06/2023";"26000 - Ministério da Educação";"26450 - Universidade Federal do Sul da Bahia";"1.619.290,94";"13.296.771,58";"11.510.990,77";"29.874,63";
"03/2023";"26000 - Ministério da Educação";"26450 - Universidade Federal do Sul da Bahia";"- 4.976.520,80";"8.449.518,71";"9.048.811,70";"634.317,92";
"02/2023";"26000 - Ministério da Educação";"26450 - Universidade Federal do Sul da Bahia";"6.455.843,11";"8.690.496,90";"9.590.675,23";"654.671,63";
"04/2023";"26000 - Ministério da Educação";"26450 - Universidade Federal do Sul da Bahia";"3.778.195,41";"10.201.261,89";"7.842.083,63";"162.568,38";
"07/2023";"26000 - Ministério da Educação";"26450 - Universidade Federal do Sul da Bahia";"4.471.107,20";"10.982.718,31";"11.805.071,29";"30.754,42";
"05/2023";"26000 - Ministério da Educação";"26450 - Universidade Federal do Sul da Bahia";"2.967.977,32";"10.531.885,82";"9.460.290,61";"1.101.293,63";
"01/2023";"26000 - Ministério da Educação";"26450 - Universidade Federal do Sul da Bahia";"97.318.416,70";"9.949.490,21";"3.315.960,58";"6.240.759,11";
"08/2023";"26000 - Ministério da Educação";"26450 - Universidade Federal do Sul da Bahia";"2.070.766,56";"1.378.409,71";"13.675.841,12";"20.413,47";
"03/2023";"26000 - Ministério da Educação";"26448 - Universidade Federal do Sul e Sudeste do Pará";"- 1.997.150,83";"11.754.996,78";"12.077.360,15";"1.847.514,35";
"05/2023";"26000 - Ministério da Educação";"26448 - Universidade Federal do Sul e Sudeste do Pará";"3.591.099,88";"13.124.199,26";"12.110.413,20";"2.580.018,45";
"07/2023";"26000 - Ministério da Educação";"26448 - Universidade Federal do Sul e Sudeste do Pará";"1.793.666,74";"13.874.289,91";"16.527.856,02";"1.072.381,57";
"04/2023";"26000 - Ministério da Educação";"26448 - Universidade Federal do Sul e Sudeste do Pará";"8.793.244,21";"13.005.607,47";"11.577.505,94";"1.469.739,33";
"02/2023";"26000 - Ministério da Educação";"26448 - Universidade Federal do Sul e Sudeste do Pará";"6.652.930,19";"11.843.101,91";"10.800.048,54";"1.528.601,27";
"06/2023";"26000 - Ministério da Educação";"26448 - Universidade Federal do Sul e Sudeste do Pará";"3.137.274,78";"16.247.826,95";"11.534.766,72";"1.169.442,04";
"01/2023";"26000 - Ministério da Educação";"26448 - Universidade Federal do Sul e Sudeste do Pará";"128.044.397,95";"10.979.296,12";"3.418.191,49";"8.883.331,77";
"08/2023";"26000 - Ministério da Educação";"26448 - Universidade Federal do Sul e Sudeste do Pará";"274.292,01";"365.422,47";"17.371.556,61";"698.907,26";
"04/2023";"26000 - Ministério da Educação";"26254 - Universidade Federal do Triângulo Mineiro";"2.441.368,90";"43.337.824,14";"42.617.149,21";"2.347.374,76";
"03/2023";"26000 - Ministério da Educação";"26254 - Universidade Federal do Triângulo Mineiro";"8.026.876,66";"41.498.677,83";"44.069.347,48";"5.281.991,97";
"08/2023";"26000 - Ministério da Educação";"26254 - Universidade Federal do Triângulo Mineiro";"919.615,30";"2.634.231,23";"61.004.735,44";"188.216,51";
"02/2023";"26000 - Ministério da Educação";"26254 - Universidade Federal do Triângulo Mineiro";"2.753.450,70";"44.562.224,26";"41.276.117,94";"1.689.285,83";
"07/2023";"26000 - Ministério da Educação";"26254 - Universidade Federal do Triângulo Mineiro";"3.763.458,00";"46.523.953,43";"61.414.626,37";"639.460,93";
"05/2023";"26000 - Ministério da Educação";"26254 - Universidade Federal do Triângulo Mineiro";"17.262.482,92";"45.951.434,70";"39.440.396,43";"671.759,05";
"01/2023";"26000 - Ministério da Educação";"26254 - Universidade Federal do Triângulo Mineiro";"501.372.634,98";"40.194.821,46";"11.867.730,39";"33.952.251,15";
"06/2023";"26000 - Ministério da Educação";"26254 - Universidade Federal do Triângulo Mineiro";"48.089.743,18";"60.633.905,10";"40.801.133,23";"806.501,04";
"07/2023";"26000 - Ministério da Educação";"26255 - Universidade Federal dos Vales do Jequitinhonha e Mucuri";"1.983.993,78";"26.659.359,91";"29.507.404,90";"633.472,84";
"06/2023";"26000 - Ministério da Educação";"26255 - Universidade Federal dos Vales do Jequitinhonha e Mucuri";"23.006.439,25";"31.957.221,78";"26.955.524,55";"527.511,86";
"08/2023";"26000 - Ministério da Educação";"26255 - Universidade Federal dos Vales do Jequitinhonha e Mucuri";"5.739.115,60";"823.625,82";"35.675.026,20";"182.234,02";
"02/2023";"26000 - Ministério da Educação";"26255 - Universidade Federal dos Vales do Jequitinhonha e Mucuri";"5.114.082,75";"23.476.463,43";"23.435.094,35";"3.001.621,87";
"03/2023";"26000 - Ministério da Educação";"26255 - Universidade Federal dos Vales do Jequitinhonha e Mucuri";"3.838.648,68";"23.899.305,74";"23.966.288,38";"3.810.444,10";
"01/2023";"26000 - Ministério da Educação";"26255 - Universidade Federal dos Vales do Jequitinhonha e Mucuri";"273.632.580,91";"23.635.700,13";"7.492.043,88";"19.679.254,28";
"05/2023";"26000 - Ministério da Educação";"26255 - Universidade Federal dos Vales do Jequitinhonha e Mucuri";"2.449.797,70";"27.416.388,83";"24.145.614,92";"1.429.673,24";
"04/2023";"26000 - Ministério da Educação";"26255 - Universidade Federal dos Vales do Jequitinhonha e Mucuri";"17.774.754,21";"24.136.330,80";"23.767.933,61";"1.503.401,17";
"03/2023";"26000 - Ministério da Educação";"26236 - Universidade Federal Fluminense";"179.157.170,51";"177.818.632,00";"184.579.548,09";"14.505.900,76";
"05/2023";"26000 - Ministério da Educação";"26236 - Universidade Federal Fluminense";"184.780.653,86";"197.901.260,17";"161.633.019,83";"11.048.186,45";
"01/2023";"26000 - Ministério da Educação";"26236 - Universidade Federal Fluminense";"181.038.694,14";"175.065.600,15";"51.702.376,01";"180.102.853,99";
"06/2023";"26000 - Ministério da Educação";"26236 - Universidade Federal Fluminense";"255.426.596,66";"266.401.679,02";"202.574.507,39";"11.071.379,47";
"08/2023";"26000 - Ministério da Educação";"26236 - Universidade Federal Fluminense";"13.137.028,82";"11.305.946,78";"297.574.625,75";"1.070.800,56";
"04/2023";"26000 - Ministério da Educação";"26236 - Universidade Federal Fluminense";"258.184.507,67";"179.260.778,97";"176.773.472,93";"9.653.599,16";
"07/2023";"26000 - Ministério da Educação";"26236 - Universidade Federal Fluminense";"201.716.929,19";"203.314.718,96";"264.697.672,02";"5.695.534,31";
"02/2023";"26000 - Ministério da Educação";"26236 - Universidade Federal Fluminense";"202.582.715,36";"183.772.276,41";"176.667.515,83";"11.847.804,62";
"02/2023";"26000 - Ministério da Educação";"26253 - Universidade Federal Rural da Amazônia";"24.022.401,27";"18.826.023,43";"18.583.200,73";"813.204,00";
"07/2023";"26000 - Ministério da Educação";"26253 - Universidade Federal Rural da Amazônia";"4.999.147,25";"22.940.726,69";"30.370.549,78";"4.081.780,32";
"03/2023";"26000 - Ministério da Educação";"26253 - Universidade Federal Rural da Amazônia";"35.445.012,53";"20.564.634,05";"20.112.170,02";"3.831.202,34";
"04/2023";"26000 - Ministério da Educação";"26253 - Universidade Federal Rural da Amazônia";"120.201.818,63";"19.517.563,18";"19.270.455,47";"1.957.570,46";
"06/2023";"26000 - Ministério da Educação";"26253 - Universidade Federal Rural da Amazônia";"6.775.960,41";"30.595.875,22";"21.642.054,99";"1.003.271,10";
"08/2023";"26000 - Ministério da Educação";"26253 - Universidade Federal Rural da Amazônia";"6.869.286,37";"2.838.713,46";"28.812.567,69";"69.573,12";
"05/2023";"26000 - Ministério da Educação";"26253 - Universidade Federal Rural da Amazônia";"4.257.730,75";"23.064.589,02";"19.624.540,66";"1.703.797,64";
"01/2023";"26000 - Ministério da Educação";"26253 - Universidade Federal Rural da Amazônia";"63.304.618,93";"18.563.742,71";"5.820.817,87";"18.383.611,71";
"06/2023";"26000 - Ministério da Educação";"26248 - Universidade Federal Rural de Pernambuco";"33.109.627,95";"69.021.348,07";"49.246.389,46";"1.337.280,29";
"05/2023";"26000 - Ministério da Educação";"26248 - Universidade Federal Rural de Pernambuco";"53.234.931,07";"55.542.362,47";"48.480.765,98";"1.254.624,46";
"08/2023";"26000 - Ministério da Educação";"26248 - Universidade Federal Rural de Pernambuco";"4.079.623,70";"4.537.912,55";"73.088.657,33";"603.135,10";
"03/2023";"26000 - Ministério da Educação";"26248 - Universidade Federal Rural de Pernambuco";"24.574.439,40";"52.922.958,70";"52.904.291,89";"3.426.412,98";
"04/2023";"26000 - Ministério da Educação";"26248 - Universidade Federal Rural de Pernambuco";"64.871.057,36";"51.558.142,50";"50.107.085,24";"1.633.867,94";
"01/2023";"26000 - Ministério da Educação";"26248 - Universidade Federal Rural de Pernambuco";"163.023.475,10";"46.926.047,27";"15.070.191,04";"44.684.543,07";
"02/2023";"26000 - Ministério da Educação";"26248 - Universidade Federal Rural de Pernambuco";"81.604.798,93";"49.072.302,47";"46.553.861,73";"2.095.951,26";
"07/2023";"26000 - Ministério da Educação";"26248 - Universidade Federal Rural de Pernambuco";"22.692.883,03";"57.065.529,63";"68.509.847,85";"1.129.300,57";
"02/2023";"26000 - Ministério da Educação";"26249 - Universidade Federal Rural do Rio de Janeiro";"15.733.120,71";"69.881.655,10";"64.439.431,56";"5.080.047,99";
"05/2023";"26000 - Ministério da Educação";"26249 - Universidade Federal Rural do Rio de Janeiro";"7.090.557,90";"61.278.294,99";"50.877.687,90";"1.159.476,64";
"01/2023";"26000 - Ministério da Educação";"26249 - Universidade Federal Rural do Rio de Janeiro";"687.926.754,84";"46.004.730,89";"10.109.346,05";"60.507.106,34";
